active_group_links,active_group_names,active_group_periods,active_years,age,albums,awards,birthday,bloodtype,company_links,company_names,company_periods,country,debut,debut_to_1st_win,education,fandom,former_group_links,former_group_names,former_group_periods,full_name,fun_facts,gender,height,hometown,introduction,korean_stage_name,kpopping_rank,languages,native_name,personality_type,profile_link,socials,stage_name,training_period,weight,zodiac_sign
,,,2008-2021,31 years old,1,0,"February 11, 1990",B,,,"September 4, 2008,2008-2021,Korean, Japanese, English,Howon University,704th,HOTTEST",South Korea,"September 4, 2008",,Howon University,HOTTEST,https://kpopping.com/profiles/group/2PM,2PM,(2008-2017),Hwang Chan-sung,"On June 11, 2019 Chansung enlisted in the military. His scheduled discharge date is January 5, 2021.",M,"6'1"" (184 cm)",Seoul,"Hwang Chan-sung (Korean: 황찬성, born February 11, 1990), also known mononymously as Chansung, is a South Korean singer, songwriter, rapper and actor. He is a member of the Korean boy band 2PM. He made his debut as an actor in the 2006 comedy series Unstoppable High Kick, and since then has gone on to star in the Japanese drama Kaitō Royale (2011) and 7th Grade Civil Servant (2013).",찬성,704th,"Korean,Japanese,English",황찬성,,https://kpopping.com/profiles/idol/Chansung,"https://twitter.com/2PMagreement211,https://www.instagram.com/hwang_chan222",Chansung,,165.3 lbs (75 kg),Aquarius
https://kpopping.com/profiles/group/Bandage,Bandage,(2020-2021),,32 years old,1,0,"March 17, 1989",,"https://kpopping.com/company/IST-Entertainment,https://kpopping.com/company/Play-M-Entertainment","IST Entertainment,Play M Entertainment","November 1, 2021 - present,April 3, 2020 - October 31, 2021,2272nd",South Korea,,,,,,,,Lee Chan Sol,He was one of the finalists with fellow members of People on the Bridge (POTB).,M,,,,찬솔,2272nd,,이찬솔,,https://kpopping.com/profiles/idol/CHANSOL,"https://www.instagram.com/chansol_lee/,https://www.youtube.com/channel/UCxBkHpMTyiOToa-gB0oEcrQ/featured",CHANSOL,,,Pisces
https://kpopping.com/profiles/group/BXK,BXK,(2020-2021),2020-2021,22 years old,0,0,"August 21, 1999",,,,"November 2, 2020,2020-2021,4897th",South Korea,"November 2, 2020",,,,,,,,,M,"5'8"" (173 cm)",,Chanseung is a South Korean singer under New Planet Entertainment. He is a member of the boy group BXK.,안찬승,4897th,,Ahn Chan-seung,,https://kpopping.com/profiles/idol/Chanseung,https://www.instagram.com/xxan_win/,Chanseung,,116.8 lbs (53 kg),Leo
https://kpopping.com/profiles/group/Tripleme,Tripleme,(2019-2021),2020-2021,27 years old,0,0,"February 16, 1994",,,,"2020-2021,Korean,3429th",South Korea,,,,,,,,Park Chan Kyu,Chankyu's instagram account is @han_ck,M,6' (183 cm),,Park Chan Kyu (박찬규) is a South Korean Singer under Polaris Entertainment. He is set to make his official debut as a member of the boy group TRIPLEME.,찬규,3429th,Korean,박찬규,,https://kpopping.com/profiles/idol/Chankyu,https://www.instagram.com/han_ck/?hl=en,Chankyu,,,Aquarius
https://kpopping.com/profiles/group/SF9,SF9,(2016-2021),2016-2021,21 years old,1,0,"January 17, 2000",A,,,"October 5, 2016,2016-2021,Korean,7 years,School of Performing Arts Seoul,ENFP,381st,Fantasy",South Korea,"October 5, 2016",,School of Performing Arts Seoul,Fantasy,,,,Kang Chanhee,"Chani is a former Fantagio trainee.,Chani considers SHINee's Taemin and CNBLUE's Yonghwa as his role models.,Chani starred as a young version of Yoochun in TVXQ's ""Balloon"" music video.,Chani can play the Piano and Violin.,Chani appeared in the films ""The King's Case Note"" (2017) and ""Familyhood"" (2017).,Chani's filmography as an actor includes the following drama series: Sky Castle, Signal, Hwajung, The Queen's Classroom, The Innocent Man, To the Beautiful you, Heaven's Gate and Can you hear my heart.,Chani was an MC for Music Core for over 2 years.",M,"5'10"" (177 cm)","Hongseong, South Chungcheong",,찬희,381st,Korean,강찬희,ENFP,https://kpopping.com/profiles/idol/Chani,https://www.instagram.com/c_chani_i/?hl=en,Chani,7 years,125.7 lbs (57 kg),Capricorn
https://kpopping.com/profiles/group/AKMU,AKMU,(2012-2021),2014-2021,25 years old,0,0,"September 12, 1996",,,,"2014-2021,Korean, Mongolian,Homeschool,1305th",South Korea,,,Homeschool,,,,,Lee Chanhyuk,"When asked about his ideal type, Chanhyuk jokingly said “A girl that doesn’t approach me for my copyrights, a girl that has a higher nose than my sister.”,He was home-schooled back in Mongolia.,He, along with his sister Soohyun and their missionary parents, lived in Mongolia for two years prior to competing in the second season of K-Pop Star.,He composed all of Akdong Musician's songs.",M,"5'3"" (159 cm)",Uijeongbu,Chanhyuk is part of AKMU with her sister. He won,,1305th,"Korean,Mongolian",이찬혁,,https://kpopping.com/profiles/idol/Chanhyuk,https://www.instagram.com/akmuchanhk/,Chanhyuk,,,Virgo
,,,2013-2014,33 years old,0,0,"February 26, 1988",A,,,"2013-2014,Korean,2045th",South Korea,,,,,,,,Lee Chanhee,,M,"5'11"" (180 cm)",,Chanhee was a member of the group A.Cian.,,2045th,Korean,이찬희,,https://kpopping.com/profiles/idol/Chanhee,,Chanhee,,,Pisces
,,,2014-2021,38 years old,0,0,"January 7, 1983",,,,"March 14, 2014,2014-2021,Korean,2419th",South Korea,"March 14, 2014",,,,https://kpopping.com/profiles/group/TROY,TROY,(? - ?),Joo Chang Woo,,M,"5'9"" (175 cm)",,Changwoo (창우) is a South Korean singer under Brand New Music. He was a member of the boy group TROY.,창우,2419th,Korean,주 창우,,https://kpopping.com/profiles/idol/Changwoo,"https://twitter.com/drjujo,https://instagram.com/joochangwoo#",Changwoo,,152.1 lbs (69 kg),Capricorn
https://kpopping.com/profiles/group/DRIPPIN,DRIPPIN,(2020-2021),2020,20 years old,0,0,"July 25, 2001",A,,,"2020,Korean,1353rd",South Korea,,,,,,,,Joo Changuk,,M,"5'11"" (180 cm)","Changwon, Gyeongsangnam-do",Joo Chang Uk (주창욱) is a South Korean singer under Woollim Entertainment. He is a member of the boy group DRIPPIN.,창욱,1353rd,Korean,주창욱,,https://kpopping.com/profiles/idol/Changuk,,Changuk,,130.1 lbs (59 kg),Leo
"https://kpopping.com/profiles/group/T-A-N,https://kpopping.com/profiles/group/24K","T.A.N,24K","(2021),(2012-2021)",2012-2021,25 years old,0,0,"March 17, 1996",,,,"August 11, 2016,2012-2021,Korean,Gukje University,1128th",South Korea,"August 11, 2016",,Gukje University,,,,,Lee Changsun,"Says his charm is his small face.,Changsun´s motto is: “Let’s go til the end!”,Changsun has an older sister.,Changsun´s childhood dream was to be an inventor.,He participated in YG’s survival show MIXNINE but was eliminated in Episode 7.",M,"5'11"" (179 cm)",Seoul,,창선,1128th,Korean,이창선,,https://kpopping.com/profiles/idol/Changsun,"https://twitter.com/24k_changsunny,https://www.instagram.com/24k_changsunny/",Changsun,,127.9 lbs (58 kg),Pisces
"https://kpopping.com/profiles/group/BTOB,https://kpopping.com/profiles/group/BTOB-4U","BTOB,BTOB 4U","(2012-2021),(2020-2021)",2012-2021,30 years old,1,0,"February 26, 1991",0,,,"March 21, 2012,1309 days,2012-2021,Korean,Howon University,ENFJ,602nd,Melody",South Korea,"March 21, 2012",1309 days,Howon University,Melody,,,,Lee Chang Sub,"Changsub has tattoos on his chest, forearm and shoulder. The tattoo on his right shoulder says ""Don't be defeated from yourself"",According to Hyunsik, Changsub is always the last member to wake up but he's also the first in the car. He may wake up late but he never really arrives late.,Changsub is left-handed.,He is close to Apink's members.,Changsub's role model is Rain and Michael Jackson.,Changsub has tattoos on his chest, forearm and shoulder.,Changsub has acrophobia (fear of heights).,Changsub can play the drums, the guitar, and the bass.,Changsub likes sexy girls with barely open eyes.,Changsub's favorite movie is Inception.",M,"5'10"" (178 cm)","Suwon, Gyeonggi-do",,창섭,602nd,Korean,이창섭,ENFJ,https://kpopping.com/profiles/idol/Changsub,"https://twitter.com/LeeCS_BTOB,https://www.instagram.com/lee_cs_btob/",Changsub,,141.1 lbs (64 kg),Pisces
,,,2013-2021,27 years old,3,0,"May 31, 1994",A,https://kpopping.com/company/Ambition-Musik,Ambition Musik,"October 1, 2016 - present,March 18, 2016,2013-2021,Korean, English,1397th",South Korea,"March 18, 2016",,,,,,,Ku Chang-mo,"He also participated in Show Me The Money 3 but was eliminated early on the show.,He is the first South Korean artist & first Asian artist to be nominated at the BET Awards in 2017 which is held by the Black Entertainment Television network to celebrate African Americans and other American minorities in music, acting, sports, and other,He was a producer on Mnet’s Show Me The Money 777 together with The Quiett.,He has a fear of heights from the age of 5.,He collaborated with Suran on her 2017 single “Wine"" which was produced by BTS' SUGA.,He was born in Jeongseon County, Gangwon, South Korea.",M,6' (183 cm),Gangwon,"Changmo (창모) is a South Korean rapper and producer under Ambition Musik. He made his solo debut on March 18, 2016 with his first EP M O T O W N.",창모,1397th,"Korean,English",구창모,,https://kpopping.com/profiles/idol/Changmo,"https://www.instagram.com/changmo_/?hl=en,https://soundcloud.com/changmo",Changmo,,167.6 lbs (76 kg),Gemini
https://kpopping.com/profiles/group/2AM,2AM,(2008-2021),2008-2021,35 years old,0,0,"May 1, 1986",A,https://kpopping.com/company/HYBE-Labels,HYBE Labels,"January 1, 2005 - January 1, 2018,2008-2021,English, Korean,Dong-Ah Bangsong College,1874th",South Korea,,,Dong-Ah Bangsong College,,,,,Lee Changmin,He is the oldest member of 2AM.,M,"5'11"" (180 cm)",,Lee Changmin (이창민) is a Korean Pop singer. He is a member of the group 2AM and the project duo HOMME.,,1874th,"English,Korean",이창민,,https://kpopping.com/profiles/idol/Changmin2,http://minihp.cyworld.com/pims/main/pims_main.asp?tid=25426370,Changmin,,,Taurus
https://kpopping.com/profiles/group/TVXQ,TVXQ,(2003-2021),2003-2021,33 years old,3,0,"February 18, 1988",B,,,"December 26, 2003,2003-2021,Korean, Japanese, English,946th",South Korea,"December 26, 2003",,,,,,,Shim Changmin,"He is the one who named TVXQ!'s fandom CASSIOPEIA.,He speaks fluent Japanese.,He enlisted in the military on November 19, 2015 along with Super Junior’s Siwon. He was discharged from service on August 18, 2017.,Changmin has the highest IQ in SM Entertainment with a score of 155.,He hates horror movies.,When he’s genuinely smiling, his right eye becomes smaller than left.,He used to have extremely poor eyesight until he got LASIK surgery.,His closest friends outside the group are Super Junior’s Kyuhyun and SHINee’s Minho.,He had a ‘scandal’ in a Japanese newspaper with SHINee’s Minho. A journalist spotted Changmin and Minho at a concert where Yunho was performing, and since Minho had long hair at that time, mistook him as Changmin’s girlfriend.,He talks in his sleep and often has no memory of doing so.",M,"6'2"" (186 cm)",Seoul,"Shim Changmin, also known by his stage name Max Changmin or Max, is the main vocalist and maknae of the band TVXQ! under SM Entertainment. He is a singer, songwriter and an actor. Changmin debuted in TVXQ! on the 26th of December, 2003, and is to debut as a solo artist on the 6th of April, 2020 with his debut mini album, ""Chocolate"".",,946th,"Korean,Japanese,English",심창민,,https://kpopping.com/profiles/idol/Changmin,https://www.instagram.com/changmin88/,Changmin,,134.5 lbs (61 kg),Aquarius
https://kpopping.com/profiles/group/TEEN-TOP,TEEN TOP,(2010-2021),2010-2021,26 years old,2,0,"November 16, 1995",,https://kpopping.com/company/TOP-Media,TOP Media,"July 9, 2010 - present,July 10, 2010,602 days,2010-2021,Korean,Hoseo University,1877th,Angels",South Korea,"July 10, 2010",602 days,Hoseo University,Angels,,,,Choi Jong Hyun,,M,"5'11"" (179 cm)",Chuncheon,"Choi Jong Hyun (최종현), popularly known as Changjo, is the Main Dancer, Vocalist, and Maknae of the Boy Group Teen Top under TOP Media Entertainment. Changjo also appeared as an actor in the 2014 drama 'Sweden Laundry’ and 2015 film 'Makgeolli Girls'.",창조,1877th,Korean,최종현,,https://kpopping.com/profiles/idol/Changjo,"https://www.instagram.com/t.changjo/,https://www.youtube.com/channel/UCwkS7yKqolX2arIIhly2XOA",Changjo,,,Scorpio
,,,2017-2021,23 years old,0,0,"June 25, 1998",A,,,"2017-2021,2216th",South Korea,,,,,https://kpopping.com/profiles/group/TREI,TREI,(2017-2021),Chae Changhyun,"Changhyun doesn’t like horror movies.,Changhyun and fellow TREI member Jaejun joined Mixnine.",M,,,Changhyun is a member of the South Korean group TREI.,창현,2216th,,채창현,,https://kpopping.com/profiles/idol/Changhyun,https://www.instagram.com/changhyun_iii/,Changhyun,,,Cancer
https://kpopping.com/profiles/group/W-A-O,W.A.O,(2021),2021,19 years old,0,0,"September 16, 2002",,https://kpopping.com/company/Kingtop-Entertainment,Kingtop Entertainment,"January 1, 2021 - present,April 22, 2021,2021,Yangsan High School,4976th",South Korea,"April 22, 2021",,Yangsan High School,,,,,,,M,"5'9"" (175 cm)","Yangsan, Gyeongsangnam-do",Changhyun (창현) is a South Korean rapper under KINGTOP Entertainment. He is a member of the boy group W.A.O.,창현,4976th,,,,https://kpopping.com/profiles/idol/Changhyun2,,Changhyun,,136.7 lbs (62 kg),Virgo
https://kpopping.com/profiles/group/NTX,NTX,(2019-2021),2019-2021,19 years old,0,0,"May 4, 2002",,,,"March 30, 2021,2019-2021,2516th,NTFUL",South Korea,"March 30, 2021",,,NTFUL,,,,Ji Chang-hun,,M,,,,창훈,2516th,,지창훈,,https://kpopping.com/profiles/idol/Changhun,,Changhun,,,Taurus
https://kpopping.com/profiles/group/KOKOON,KOKOON,(2018-2021),2018-2021,,0,0,,,,,"2018-2021,Korean,4382nd",South Korea,,,,,,,,Lee Changhan,,M,"6'1"" (184 cm)",,,창한,4382nd,Korean,이창한,,https://kpopping.com/profiles/idol/Changhan,,Changhan,,136.7 lbs (62 kg),
,,,2019-2021,21 years old,0,0,"March 20, 2000",AB,,,"2019-2021,Korean,4325th",South Korea,,,,,,,,Song Changha,,M,"5'10"" (177 cm)",,"Song Changha (송창하) is a South Korean idol trainee under Kiwi Media Group. In 2019, he appeared in the hit survival program ""Produce X 101"".",송창하,4325th,Korean,Song Changha,,https://kpopping.com/profiles/idol/Changha,,Changha,,136.7 lbs (62 kg),Pisces
https://kpopping.com/profiles/group/UNVS,UNVS,(2016-2021),2016-2021,28 years old,0,0,"July 6, 1993",0,,,"February 23, 2020,2016-2021,3498th",South Korea,"February 23, 2020",,,,,,,Song Chang Gyu,,M,"5'8"" (173 cm)",,"Changgyu (창규), formerly Changgong (창공) is a member of the group UNVS. He was the fourth member to be revealed on August 30th, 2019.",창규,3498th,,송창규,,https://kpopping.com/profiles/idol/Changgyu,,Changgyu,,123.5 lbs (56 kg),Cancer
"https://kpopping.com/profiles/group/3RACHA,https://kpopping.com/profiles/group/Stray-Kids","3RACHA,Stray Kids","(2017-2021),(2018-2021)",2018-2021,22 years old,0,0,"August 11, 1999",0,,,"March 25, 2018,375 days,2018-2021,Korean, English, Japanese,2 years,Bora High School,ENFP-T,113th,STAY",South Korea,"March 25, 2018",375 days,Bora High School,STAY,,,,Seo Chang-bin,"If he wasn’t in Stray Kids, he would be a producer, writer or maybe tattoist. (vLive),His favorite season is autumn. (Summer Vacation vlive),His hobbies are listening to music and to go shopping.,His nicknames Mogi (mosquito), Jingjingie (whiny), Teokjaengie (chin), and Binnie (according to his members),He loves dark things.,His role model is BIGBANG‘s G-Dragon, as well as his mother and father.,Changbin participated in King of Masked Singer and sang 'Tomorrow' by Tablo feat. Taeyang.,He has a Munchlax plushie named Gyu which he can't sleep without.,Changbin's is always in charge of washing the dishes in the dorm.,He is a big fan of actor Park Seo Joon. He would want him to portray his life story and switch bodies with him.",M,"5'6"" (167 cm)",Yongin,,창빈,113th,"Korean,English,Japanese",서창빈,ENFP-T,https://kpopping.com/profiles/idol/Changbin,,Changbin,2 years,,Leo
https://kpopping.com/profiles/group/AboutU,AboutU,(2018-2021),2018-2021,,0,0,,A,,,"2018-2021,Korean,3116th",South Korea,,,,,,,,Lee Chang Mo,,M,"5'11"" (180 cm)",,Chang Mo is a member of the South Korean band AboutU.,,3116th,Korean,이창모,,https://kpopping.com/profiles/idol/Chang-Mo,,Chang Mo,,,
,,,2016-2021,29 years old,0,0,"July 20, 1992",0,,,"2016-2021,Korean,2580th",South Korea,,,,,https://kpopping.com/profiles/group/VROMANCE,VROMANCE,(2013-2021),Lee Chan-dong,"Chandong was casted in a military musical named ""Return: The Promise of the Day"" playing Haeil.,He was in MAMAMOO's ""You're the Best"" MV.,Chandong participated in a survival show called MIXNINE. He ranked the 28th spot,Chandong is known to be friends with MAMAMOO's Moonbyul",M,"5'11"" (180 cm)",,Chandong is a member of the boy group Vromance.,,2580th,Korean,이찬동,,https://kpopping.com/profiles/idol/Chandong,https://www.instagram.com/lchd_720/,Chandong,,143.3 lbs (65 kg),Cancer
,,,2010-2021,35 years old,0,0,"October 22, 1986",,"https://kpopping.com/company/KONNECT-Entertainment,https://kpopping.com/company/Million-Market,https://kpopping.com/company/Brand-New-Music,https://kpopping.com/company/Duble-Kick-Entertainment","KONNECT Entertainment,Million Market,Brand New Music,Duble Kick Entertainment","August 4, 2021 - present,January 1, 2018 - August 1, 2021,January 1, 2016 - December 31, 2017,January 1, 2012 - December 31, 2016,2010-2021,1810th",South Korea,,,,,,,,,,M,,,Chancellor (챈슬러) is a South Korean singer and rapper who debuted under Duble Kick Entertainment in 2015.,챈슬러,1810th,,,,https://kpopping.com/profiles/idol/Chancellor,"https://twitter.com/dearchancellor,https://www.instagram.com/chancellorofficial/,https://www.chancellorofficial.com/",Chancellor,,,Libra
,,,,,0,0,,,,,4822nd,South Korea,,,,,,,,,,M,,,,,4822nd,,,,https://kpopping.com/profiles/idol/Chan-Young,,Chan Young,,,
https://kpopping.com/profiles/group/VICTON,VICTON,(2016-2021),2016-2021,26 years old,0,0,"December 14, 1995",A,https://kpopping.com/company/Plan-A-Entertainment,Plan A Entertainment,"November 9, 2016 - March 31, 2019,2016-2021,Korean,Hanlim Multi Art School,690th",South Korea,,,Hanlim Multi Art School,,,,,Heo Chan,"He is the mood maker of the group.,Chan and Wanna One’s Seongwoo are friends.,He talks a lot.,He loves hip hop and urban choreography.,Chan is a great swimmer.,Chan is nicknamed Agumon and Dinosaur.,Chan has an older brother, Madtown's Heo Jun.",M,"5'10"" (177 cm)",Seongnam,,찬,690th,Korean,허찬,,https://kpopping.com/profiles/idol/Chan2,https://www.instagram.com/nahc_xxh/,Chan,,,Sagittarius
,,,2017-2021,25 years old,0,0,"June 1, 1996",,https://kpopping.com/company/IST-Entertainment,IST Entertainment,"November 1, 2021 - present,2017-2021,4051st",South Korea,,,,,https://kpopping.com/profiles/group/UTH,UTH,(2019),Kim Chan,,M,"5'10"" (178 cm)",,Chan (찬) is a South Korean singer under A Entertainment. He was a member of the pre-debut group UTH and the group ATEEN.,찬,4051st,,김찬,,https://kpopping.com/profiles/idol/Chan5,,Chan,,134.5 lbs (61 kg),Gemini
https://kpopping.com/profiles/group/TO1,TO1,(2020-2021),2019-2021,22 years old,0,0,"December 8, 1999",0,"https://kpopping.com/company/WAKEONE,https://kpopping.com/company/Stone-Music-Entertainment,https://kpopping.com/company/Play-M-Entertainment,https://kpopping.com/company/n-CH-Entertainment","WAKEONE,Stone Music Entertainment,Play M Entertainment,n.CH Entertainment","August 3, 2021 - present,January 1, 2019 - April 8, 2021,April 1, 2019 - October 31, 2021,January 1, 2019 - January 19, 2021,April 1, 2020,2019-2021,Korean, Basic Thai,ENTJ,892nd,TOOGETHER",South Korea,"April 1, 2020",,,TOOGETHER,,,,Cho Chan Hyuk,"Chan ranked 2nd place in ""World Klass"",He is left-handed.,He has a tattoo on the back and one on his hand (Episode 1).,Chan, along with Chihoon, is a member of a producing group called CUROHAKO.,Chan is a former SM Entertainment Trainee.",M,"5'11"" (180 cm)","Cheonan, Chungcheongnam-do",,찬,892nd,"Korean,Basic Thai",초찬혁,ENTJ,https://kpopping.com/profiles/idol/Chan4,,Chan,,136.7 lbs (62 kg),Sagittarius
https://kpopping.com/profiles/group/A-C-E,A.C.E,(2017-2021),2017-2021,23 years old,0,0,"December 31, 1997",0,,,"May 23, 2017,2017-2021,Korean,Dong-Ah Institute of Media and Arts,1125th,CHOICE",South Korea,"May 23, 2017",,Dong-Ah Institute of Media and Arts,CHOICE,https://kpopping.com/profiles/group/UNB,UNB,(2018-2019),Kang Yoo-chan,"His role models are Seventeen,He appeared on “Age of Youth 2” along with his fellow A.C.E members,Chan had his debut with UNB on April 7, 2018, so he’ll promote with them for a while,Chan’s ideal type is someone who he can share a conversation with and talk well with as he think communication is important,Chan appeared on Sixth Sense Hit Show [JTBC] (he used a rabbit costume, and danced to H.O.T – Candy),Chan appeared in Twice’s Like Ooh Ahh MV, as a zombie with Stray Kids’ Bang Chan,Chan’s favorite color is yellow,He was part of dance team called Alive87,He was a soccer player from elementary school to middle school,Chan has 2 brothers",M,"5'10"" (177 cm)",Jeju,Chan (Korean: 찬; Japanese: チャン) is a South Korean singer and actor under Beat Interactive. He is the maknae of the boy group A.C.E and a former member of the project boy group UNB.,찬,1125th,Korean,강유찬,,https://kpopping.com/profiles/idol/Chan,,Chan,,130.1 lbs (59 kg),Capricorn
https://kpopping.com/profiles/group/iKON,iKON,(2015-2021),2015-2021,23 years old,0,0,"January 26, 1998",A,,,"September 15, 2015,12 days,2015-2021,Korean, Japanese,ISTJ,859th,iKONIC",South Korea,"September 15, 2015",12 days,,iKONIC,,,,Jung Chanwoo,"Chan says he leaves the room a mess, and rather than scolding, Song hits him.,Chan is known for being EXO`s Chanyeol lookalike.,When Chan gets drunk he speaks fluent English.,Chan himself said that he hates when other people see him cry, so he doesn’t cry in front of others.,Chan’s childhood best friend is Moonbin from ASTRO.,Chan was said to be the cheekiest member.,He’s got a talent for teasing and annoying people, he does it to lighten up the mood.,He used to be under Kids Planet Entertainment (2005-2010) and Fantagio Entertainment (2010-2014).,Chan can’t eat his food without any beverage.,When he met the members for the first time, he was afraid of B.I . But now , he is afraid of Bobby the most.",M,"5'11"" (180 cm)","Yongin, Gyeonggi",,찬,859th,"Korean,Japanese",정찬우,ISTJ,https://kpopping.com/profiles/idol/Chan3,"https://twitter.com/iKON_chan_w000?s=09,https://www.instagram.com/chan_w000/,https://www.youtube.com/channel/UC1LiTfGNZiweSTu8_NFVi1g/featured",Chan,,143.3 lbs (65 kg),Aquarius
,,,2011-2021,25 years old,0,0,"December 26, 1995",B,,,"2011-2021,Korean, Japanese,Seoul School of Performing Arts,1833rd,Mygirl",South Korea,,,Seoul School of Performing Arts,Mygirl,https://kpopping.com/profiles/group/MYNAME,MYNAME,(2011-2021),Chae Jin Seok,"Chaejin is good friends with SHINee’s Key.,He was the last member to join MYNAME.",M,"5'9"" (176 cm)",,,채진,1833rd,"Korean,Japanese",채진석,,https://kpopping.com/profiles/idol/Chaejin,"https://twitter.com/Chae_jin1226,https://www.instagram.com/chaejin95/",Chaejin,,123.5 lbs (56 kg),Capricorn
https://kpopping.com/profiles/group/Team-119,Team 119,(2018-2021),2010-2021,36 years old,0,0,"April 5, 1985",,"https://kpopping.com/company/LBNC,https://kpopping.com/company/Stoneship","LBNC,Stoneship","January 1, 2017 - present,January 1, 2017 - present,2010-2021,3359th",South Korea,,,,,,,,Cha Jong-hyuk,,M,"5'9"" (175 cm)",,"Chaboom (차붐), born Cha Jong-hyuk (차종혁) is a South Korean rapper who debuted under Chiko Bros. Ent in 2014.",차붐,3359th,,차종혁,,https://kpopping.com/profiles/idol/Chaboom,https://www.instagram.com/chaboombox,Chaboom,,,Aries
,,,2021,22 years old,0,0,"October 16, 1999",,,,"2021,5003rd",South Korea,,,,,,,,Cha Sun-hyung,,M,,,Cha Sun Hyung (차선형) is a South Korean actor and singer. He was a contestant on Wild Idol. He was elimininated in Ep. 3.,차선형,5003rd,,차선형,,https://kpopping.com/profiles/idol/Cha-Sun-Hyung,,Cha Sun Hyung,,,Libra
https://kpopping.com/profiles/group/ASTRO,ASTRO,(2016-2021),2014-2021,24 years old,4,0,"March 30, 1997",B,"https://kpopping.com/company/Fantagio,https://kpopping.com/company/Fantagio,https://kpopping.com/company/Fantagio-Music","Fantagio,Fantagio,Fantagio Music","January 1, 2014 - present,January 1, 2014 - November 9, 2021,January 1, 2014 - November 9, 2021,February 23, 2016,1071 days,2014-2021,Korean, English, Japanese,4 years,Sungkyunkwan University,INFJ,140th,AROHA",South Korea,"February 23, 2016",1071 days,Sungkyunkwan University,AROHA,,,,Lee Dong-min,,M,6' (183 cm),"Sabon District, Gunpo, Gyeonggi Province",,차은우,140th,"Korean,English,Japanese",이동민,INFJ,https://kpopping.com/profiles/idol/Cha-Eunwoo,"https://www.instagram.com/eunwo.o_c/,https://vm.tiktok.com/pH1RqW/",Cha Eunwoo,4 years,141.1 lbs (64 kg),Aries
https://kpopping.com/profiles/group/MCND,MCND,(2020-2021),2011-2021,22 years old,0,0,"May 31, 1999",0,,,"February 27, 2020,2011-2021,Korean,2015 - 2020,ENTJ-T,612th,GEM",South Korea,"February 27, 2020",,,GEM,,,,Son Seongjun,"He remixed most of the tracks they danced to in their pre-debut days, such as “Dalla dalla”, “Kill this Love” and “Bad Guy”,His favorite food are meat, Sashimi, Coca Cola, Coffee,His hobbies are watching movies alone, eating alone, listening to music and shopping,Castle J is a college student (Theatre and Film major),Castel J, BIC, Minjae and Huijun learned dancing in America in 2016.,Castle J, Minjae and Huijun joined TOP Media in 2015.,Castle J has been friends with IOI/Weki Meki’s Yoojung for over 10 years,Castle J used to be a child actor.",M,"5'9"" (176 cm)",Seoul,,캐슬제이,612th,Korean,손성준,ENTJ-T,https://kpopping.com/profiles/idol/Castle-J,,Castle J,2015 - 2020,132.3 lbs (60 kg),Gemini
https://kpopping.com/profiles/group/Cross-Gene,Cross Gene,(2012-2021),2012-2017,30 years old,0,0,"March 20, 1991",0,,,"2012-2017,Chinese, Korean,Bao Shan Vocational and Technical School,1463rd",China,,,Bao Shan Vocational and Technical School,,,,,Chu Xiao Xiang,,M,"5'9"" (176 cm)",Shanghai,Casper was a rapper in the group Cross Gene. He was also known as the Wild Chic Gene.,,1463rd,"Chinese,Korean",储晓祥,,https://kpopping.com/profiles/idol/Casper,https://www.instagram.com/cg_casper/,Casper,,145.5 lbs (66 kg),Pisces
,,,2010,31 years old,13,0,"October 23, 1990",,https://kpopping.com/company/DooRooDooRoo-Artist-Company,DooRooDooRoo Artist Company,"June 1, 2016 - present,September 30, 2013,2010,Korean,1723rd",South Korea,"September 30, 2013",,,,,,,Cha Jung-won,,M,,,"Car, the garden (카더가든) is a South Korean singer under DRDRamc. He originally debuted under the name Mayson the Soul (메이슨 더 소울) in September 2013 with the single ""Bus Stop"" but changed to his current name in 2016 after moving agencies.",카더가든,1723rd,Korean,차정원,,https://kpopping.com/profiles/idol/Car-the-garden,"https://www.facebook.com/Carthegarden,https://www.instagram.com/carthegarden,https://www.youtube.com/channel/UC1KHPyA5XiRMxiXcV9kruNA","Car, the garden",,,Scorpio
,,,2006-2021,36 years old,0,0,"November 5, 1985",,,,"2006-2021,3365th",South Korea,,,,,https://kpopping.com/profiles/group/Supernova,Supernova,(? - ?),Park Geonil,"Geonil, together with Kwangsu and Jihyuk, formed the sub-unit Funky Galaxy.",M,,,Geonil is a member of the South Korean boy group Supernova.,,3365th,,박건일,,https://kpopping.com/profiles/idol/Canopus-Geonil,,Canopus Geonil,,,Scorpio
https://kpopping.com/profiles/group/LIMITLESS,LIMITLESS,(2019-2021),2019-2021,22 years old,0,0,"March 6, 1999",,,,"2019-2021,Korean, Chinese,2189th",China,,,,,,,,Cai Xiao Xin,,M,,"Hunan, China",C.I (씨아이) is the Maknae of the boy group LIMITLESS under ONO Entertainment. He was added to the group on November 2019..,씨아이,2189th,"Korean,Chinese",蔡小鑫,,https://kpopping.com/profiles/idol/C-I,https://www.instagram.com/ccaixiaoxini_cn/,C.I,,,Pisces
