active_years,agency_links,agency_names,association_links,association_names,birth_name,birth_place,bloodtype,family,family_links,fandom,fandom_colors,group_debut,height,instruments,legal_name,link,name,occupation,partner_links,partners,socials,solo_debut,weight
2021–present,,,https://kpop.fandom.com//wiki/Rhea_(group),Rhea,,,,,,,Violet,"October 1, 2021",,,,https://kpop.fandom.com/wiki/Eunjeong_(Rhea),Eunjeong,Singer,,,,,
2010–2014,https://kpop.fandom.com//wiki/Star_Empire_Entertainment,Star Empire Entertainment,https://kpop.fandom.com//wiki/9MUSES,9MUSES,Park Eun-ji (박은지),"Jeonju, North Jeolla, South Korea",AB,,,,,"August 12, 2010",173 cm (5 ft 8 in),,,https://kpop.fandom.com/wiki/Eunji_(9MUSES),Eunji,"Singer, rapper, model, actress",,,"https://www.instagram.com/eunvely_park/,https://twitter.com/9m_eunji,https://www.youtube.com/channel/UCnuGaOP7EztMG4WLmm3dexQ",,48 kg (106 lb)
2021–present,https://kpop.fandom.com//wiki/Interpark_Music_Plus,Interpark Music Plus,https://kpop.fandom.com//wiki/TRENDZ,TRENDZ,Kim Eun-il (김은일),,,,,,,"January 5, 2022",,,,https://kpop.fandom.com/wiki/Eunil,Eunil,Trainee,,,,,
2019-present,,,https://kpop.fandom.com//wiki/UNVS,UNVS,Shin Dong-keun (신동근),,,,,,,"February 23, 2020",184 cm (6 ft 0 in),,,https://kpop.fandom.com/wiki/Eunho_(UNVS),Eunho,Singer,,,https://www.instagram.com/eunholy/,,69 kg (152 lb)
2019–present,,,https://kpop.fandom.com//wiki/NTX,NTX,Cho Eun-ho (조은호),"Busan, South Korea",,,,,,"March 30, 2021",170cm,,,https://kpop.fandom.com/wiki/Eunho_(NTX),Eunho,Singer,,,https://www.instagram.com/star_eunho/,,
2016–present,"https://kpop.fandom.com//wiki/Starship_Entertainment,https://kpop.fandom.com//wiki/Yue_Hua_Entertainment","Starship Entertainment,Yue Hua Entertainment","https://kpop.fandom.com//wiki/WJSN,https://kpop.fandom.com//wiki/WJSN_THE_BLACK,https://kpop.fandom.com//wiki/Y_TEEN","WJSN,WJSN THE BLACK,Y TEEN",Son Joo-yeon (손주연),"Incheon, South Korea",B,,,,,"February 25, 2016",168 cm (5 ft 6 in),,,https://kpop.fandom.com/wiki/Eunseo_(WJSN),Eunseo,"Singer, dancer, rapper",,,"https://www.instagram.com/_eunseo_v/,https://www.weibo.com/6564637754",,48 kg (106 lb)
2020–present,https://kpop.fandom.com//wiki/Brand_New_Music,Brand New Music,https://kpop.fandom.com//wiki/BRANDNEWZ,BRANDNEWZ,,,,,,,,,,,,https://kpop.fandom.com/wiki/Eunho_(BRANDNEWZ),Eunho,Trainee,,,,,
2015–present,"https://kpop.fandom.com//wiki/Big_Planet_Made,https://kpop.fandom.com//wiki/Source_Music","Big Planet Made,Source Music","https://kpop.fandom.com//wiki/VIVIZ,https://kpop.fandom.com//wiki/GFRIEND,https://kpop.fandom.com//wiki/Sunny_Girls","VIVIZ,GFRIEND,Sunny Girls",Jung Eun-bi (정은비),"Seoul, South Korea",O,,,,,"January 16, 2015",162.7 cm (5 ft 4.1 in),,,https://kpop.fandom.com/wiki/Eunha,Eunha,Singer,,,"https://www.instagram.com/rlo.ldl/,https://soundcloud.com/user-514825100",,45 kg (99 lb)
2018–present,"https://kpop.fandom.com//wiki/A_Entertainment,https://kpop.fandom.com//wiki/H%26I_Entertainment","A Entertainment,H&I Entertainment",https://kpop.fandom.com//wiki/MIDNIGHT_(group),MIDNIGHT,Yook Eun-gyul (육은귤),,,,,,,,,,,https://kpop.fandom.com/wiki/Eungyul,Eungyul,"Singer, dancer",,,https://www.instagram.com/eun_gyul_y/,,
2017,,,"https://kpop.fandom.com//wiki/S.E.T,https://kpop.fandom.com//wiki/The_Unit","S.E.T,The Unit",Bae Yu-bin (배유빈),South Korea,B,,,,,,158 cm (5 ft 2 in),,,https://kpop.fandom.com/wiki/Eune,Eune,Singer,,,https://www.instagram.com/b____aby____n/,,44 kg (97 lb)
2017-present,https://kpop.fandom.com//wiki/INAKIST_Entertainment,INAKIST Entertainment,"https://kpop.fandom.com//wiki/Y%26W,https://kpop.fandom.com//wiki/14U","Y&W,14U",Kwak Eun-jae (곽은재),,A,,,,,"July 22, 2017",,,,https://kpop.fandom.com/wiki/Eunjae_(Y%26W),Eunjae,Singer,,,https://www.instagram.com/mr.gwakgwak/,,
2016–present,https://kpop.fandom.com//wiki/MBK_Entertainment,MBK Entertainment,"https://kpop.fandom.com//wiki/DIA_(group),https://kpop.fandom.com//wiki/L.U.B","DIA,L.U.B",Kwon Chae-won (권채원),"Goyang, Gyeonggi, South Korea",A,,,,,"June 14, 2016",159 cm (5 ft 3 in),,,https://kpop.fandom.com/wiki/Eunchae_(DIA),Eunchae,Singer,,,https://www.instagram.com/silver_chae_526/,,
2018–present,"https://kpop.fandom.com//wiki/A_team_Entertainment,https://kpop.fandom.com//wiki/Million_Market","A team Entertainment,Million Market","https://kpop.fandom.com//wiki/BugAboo,https://kpop.fandom.com//wiki/Produce_48","bugAboo,Produce 48",Son Eun-chae (손은채),"Pohang, Gyeongsangbuk-do, South Korea",A,,,,,"October 25, 2021",154 cm (5 ft 1 in),Guitar,,https://kpop.fandom.com/wiki/Eunchae_(bugAboo),Eunchae,Rapper,,,https://www.instagram.com/eunchaeson/,,38 kg (84 lb)
2019–2020,,,https://kpop.fandom.com//wiki/My_Darling,My Darling,,South Korea,,,,,,"May 2, 2019",,,,https://kpop.fandom.com/wiki/Eunbit,Eunbit,Singer,,,,,
2016–present,https://kpop.fandom.com//wiki/Cube_Entertainment,Cube Entertainment,"https://kpop.fandom.com//wiki/CLC,https://kpop.fandom.com//wiki/Produce_101","CLC,Produce 101",Kwon Eun-bin (권은빈),"Seocho-dong, Seocho-gu, Seoul, South Korea",B,Kwon Han-soo,[None],,,"February 29, 2016",171 cm (5 ft 7 in),,,https://kpop.fandom.com/wiki/Eunbin_(CLC),Eunbin,"Singer, rapper, actress",,,https://www.instagram.com/superb_ean/,,48 kg (106 lb)
2013–2014,"https://kpop.fandom.com//wiki/Polaris_Entertainment,https://kpop.fandom.com//wiki/FNC_Entertainment","Polaris Entertainment,FNC Entertainment",https://kpop.fandom.com//wiki/LADIES%27_CODE,LADIES' CODE,Go Eun-bi (고은비),"Suwon, South Korea",AB,,,,,"March 7, 2013",163 cm,,,https://kpop.fandom.com/wiki/EunB,EunB,Singer,,,https://twitter.com/LC__eunb,,
2020–present,,,https://kpop.fandom.com//wiki/PRECIOUS,PRECIOUS,Byeon Eun-bi (변은비),"Busan, South Korea",O,,,,,"September 25, 2020",164 cm (5 ft 5 in),,,https://kpop.fandom.com/wiki/EunB_(PRECIOUS),EunB,Singer,,,,,49 kg (108 lb)
2014–2019,"https://kpop.fandom.com//wiki/Maroo_Entertainment,https://kpop.fandom.com//wiki/Music_K_Entertainment,https://kpop.fandom.com//wiki/YG_Entertainment","Maroo Entertainment,Music K Entertainment,YG Entertainment","https://kpop.fandom.com//wiki/KHAN_(duo),https://kpop.fandom.com//wiki/The_Ark,https://kpop.fandom.com//wiki/Unpretty_Rapstar_3,https://kpop.fandom.com//wiki/The_Unit","KHAN,The Ark,Unpretty Rapstar 3,The Unit",Euna Kim,"New York, United States",O,,,,,"April 10, 2015",164 cm (5 ft 5 in),,,https://kpop.fandom.com/wiki/Euna_Kim,Euna Kim,Rapper,,,https://www.instagram.com/euna102794/,,47 kg (104 lb)
2018-2019,,,https://kpop.fandom.com//wiki/We_Girls,We Girls,,South Korea,,,,,,"August 31, 2018",164 cm (5 ft 5 in),,,https://kpop.fandom.com/wiki/EunA_(We_Girls),EunA,Singer,,,,,48 kg (106 lb)
2015–2019,https://kpop.fandom.com//wiki/The_Music_Works_Entertainment,The Music Works Entertainment,"https://kpop.fandom.com//wiki/NPI,https://kpop.fandom.com//wiki/MYTEEN","NPI,MYTEEN",Choi Eun Su (최은수),"Ansan, South Korea",O,,,,,"November 11, 2015",179cm,,,https://kpop.fandom.com/wiki/Eun_Su,Eun Su,"Rapper, YouTuber",,,"https://www.instagram.com/choeeunsu/,https://soundcloud.com/myteeneunsu,https://www.youtube.com/channel/UCFA95O_Z6nKPW0Poc-IPOHg",,65kg
2020–present,https://kpop.fandom.com//wiki/Shine_E%26M,Shine E&M,https://kpop.fandom.com//wiki/Clip,Clip,,South Korea,,,,,,,,,,https://kpop.fandom.com/wiki/Euna_(Clip),Euna,Trainee,,,https://www.instagram.com/eun_or03/,,
2019–present,https://kpop.fandom.com//wiki/UnionWave_Entertainment,UnionWave Entertainment,"https://kpop.fandom.com//wiki/PRISMA,https://kpop.fandom.com//wiki/Moonlight_Girls","PRISMA,Moonlight Girls",Hyun Eun-byeol (현은별),South Korea,,,,,,"October 31, 2020",,,,https://kpop.fandom.com/wiki/Eunbyeol_(PRISMA),Eunbyeol,Singer,,,https://www.instagram.com/h.byeol98/,,
2015—present,https://kpop.fandom.com//wiki/LUK_Factory,LUK Factory,"https://kpop.fandom.com//wiki/TROPICAL,https://kpop.fandom.com//wiki/Bambino","TROPICAL,Bambino",Park Eun-sol (박은솔),"Seoul, Korea",AB,,,,,"June 23, 2015",165 cm (5 ft 5 in),,,https://kpop.fandom.com/wiki/Eun_Sol_(TROPICAL),Eun Sol,"Singer, dancer",,,"https://www.facebook.com/eunsol.park.10,https://www.instagram.com/eunsolp/,https://www.youtube.com/channel/UCEReRsHXQu4ufsalYPwlLHQ,https://www.weibo.com/5935774105",,46 kg (101 lb)
2000–present,,,https://kpop.fandom.com//wiki/PAPAYA,PAPAYA,Jo Hye-kyoung (조혜경),South Korea,O,,,,,August 2000,160 cm (5 ft 3 in),,,https://kpop.fandom.com/wiki/Eun_Sae_Jo,Eun Sae Jo,Singer,,,"http://cafe.daum.net/jdso0476,https://www.facebook.com/,https://www.instagram.com/jo.eun.sae_papaya/,https://twitter.com/gojoeunsae,https://www.youtube.com/channel/UCzZIuCvjiMoT7RV2r6PLeEg","April 3, 2014",
2018–present,,,https://kpop.fandom.com//wiki/AZM,AZM,Sung Eun-ji (성은지),South Korea,,,,,,"March 2, 2018",166 cm (5 ft 5 in),,,https://kpop.fandom.com/wiki/Eun_Ji_(AZM),Eun Ji,Singer,,,https://www.instagram.com/michaella_93/,,46 kg (101 lb)
2018-present,,,https://kpop.fandom.com//wiki/AiRiSU,AiRiSU,Kwon Eun Ji (권은지),,,,,,,,,,,https://kpop.fandom.com/wiki/Eun_Ji_(AiRiSU),Eun Ji,Singer,,,,,
1997–present,"https://kpop.fandom.com//wiki/YG_Entertainment,https://kpop.fandom.com//wiki/DSP_Media","YG Entertainment,DSP Media",https://kpop.fandom.com//wiki/SECHSKIES,SECHSKIES,,"Mukjeong-dong, Jung-gu, Seoul, South Korea",,,,,,"April 15, 1997",,,,https://kpop.fandom.com/wiki/Eun_Ji_Won,Eun Ji Won,"Rapper, singer, host, dancer, composer",,,https://www.instagram.com/1_kyne_g1/,"October 27, 2000",
2021-present,,,https://kpop.fandom.com//wiki/PEACHDAY,PEACHDAY,Jeon Eunhye (전은혜),"Gyeonggi-do, South Korea",,,,,,,163 cm (5 ft 4 in),,,https://kpop.fandom.com/wiki/Eun_Hye_(PEACHDAY),Eun Hye,"Singer, trainee, dancer",,,https://www.instagram.com/eunene___/,,45 kg (99 lb)
2015–present,,,,,Han Eun-bi (한은비),South Korea,,,,,,,,,,https://kpop.fandom.com/wiki/Eun_Bi_(CAMILA),Eunbi,Trainee,,,https://www.instagram.com/eunbi._.han/,,
2021–present,https://kpop.fandom.com//wiki/P_Nation,P Nation,"https://kpop.fandom.com//wiki/P_Nation_LOUD,https://kpop.fandom.com//wiki/LOUD","P Nation LOUD,LOUD",Eun Hwi (은휘),,B,,,,,,,,,https://kpop.fandom.com/wiki/Eun_Hwi,Eun Hwi,"Dancer, singer",,,,,
2018,,,https://kpop.fandom.com//wiki/Melody_Pink,The Singing Girls,Park Eun-bi (박은비),,,,,,,"August 16, 2018",,,,https://kpop.fandom.com/wiki/Eun_Bee_(The_Singing_Girls),Eun Bee,Singer,,,,,
2014–present,,,"https://kpop.fandom.com//wiki/BIGFLO,https://kpop.fandom.com//wiki/A.cian,https://kpop.fandom.com//wiki/The_Unit,https://kpop.fandom.com//wiki/UNB","BIGFLO,A.cian,The Unit,UNB",Lee Eui-jin (이의진),,O,,,,,,171 cm,,,https://kpop.fandom.com/wiki/Euijin_(BIGFLO),Euijin,"Singer, rapper, actor",,,"https://www.instagram.com/official_leeeuijin/,https://www.instagram.com/euijin_bigflo_daonez/,https://twitter.com/LEJ_officialtwt,https://channels.vlive.tv/B229A1,https://www.youtube.com/channel/UCduIahH9fuhIQcjdJCxlJ2g",,61 kg
2021–present,,,https://kpop.fandom.com//wiki/DMZA,DMZA,Yeon Eui-jeong (연의정),South Korea,B,,,,,,170 cm (5 ft 7 in),,,https://kpop.fandom.com/wiki/Euijeong_(DMZA),Euijeong,Trainee,,,,,49 kg (108 lb)
2010-present,https://kpop.fandom.com//wiki/Star_Empire_Entertainment,Star Empire Entertainment,https://kpop.fandom.com//wiki/9MUSES,9MUSES,Lee Hye-min (이혜민),"Seoul, South Korea",O,,,,,,175 cm (5 ft 9 in),,,https://kpop.fandom.com/wiki/Euaerin,Euaerin,"Rapper, singer, model",[None],Lee Jung Jin,"https://www.instagram.com/leehyemin0503/,https://twitter.com/Erine0503,https://www.youtube.com/channel/UCKnUrCYVM-wel3ib5QyT0Qw",,52 kg (115 lb)
2017–present,https://kpop.fandom.com//wiki/Yue_Hua_Entertainment,Yue Hua Entertainment,"https://kpop.fandom.com//wiki/TEMPEST,https://kpop.fandom.com//wiki/HyeongseopXEuiwoong","TEMPEST,HyeongseopXEuiwoong",Lee Eui-woong (이의웅),"Incheon, South Korea",AB,,,,,"November 2, 2017",170 cm (5 ft 7 in),,,https://kpop.fandom.com/wiki/Eui_Woong,Eui Woong,"Singer, rapper, host, MC",,,,,55 kg (121 lb)
2016-2017,,,"https://kpop.fandom.com//wiki/DAYDAY,https://kpop.fandom.com//wiki/N-Bulance","DAYDAY,N-Bulance",Kim Eun-bi (김은비),South Korea,,,,,,,165 cm (5 ft 5 in),,,https://kpop.fandom.com/wiki/Eun_Bi_(DAYDAY),Eun Bi,Trainee,,,,,
2018–present,https://kpop.fandom.com//wiki/Choon_Entertainment,Choon Entertainment,"https://kpop.fandom.com//wiki/WE_IN_THE_ZONE,https://kpop.fandom.com//wiki/JOOAN_X_ESON","WE IN THE ZONE,JOOAN X ESON",,"Honolulu, Hawaii",,,,,,"May 27, 2019",177 cm (5 ft 10 in),,,https://kpop.fandom.com/wiki/Eson,Eson,"Singer-songwriter, composer",,,"https://www.instagram.com/kim.eson/,https://soundcloud.com/rpc0mf7eyh0f,https://www.youtube.com/channel/UCWy-_TCVFdiM6oMnhynR3bw","September 11, 2021",63 kg (139 lb)
1997–present,"https://kpop.fandom.com//wiki/C9_Entertainment,https://kpop.fandom.com//wiki/SM_Entertainment","C9 Entertainment,SM Entertainment",https://kpop.fandom.com//wiki/S.E.S.,S.E.S.,Kim Yoo-jin (김유진),"Seoul, South Korea",A,Kim Yoo-kyoung,[None],,,,159 cm (5 ft 3 in),,,https://kpop.fandom.com/wiki/Eugene,Eugene,"Singer, actress",,,,,46 kg (101 lb)
2012–present,"https://kpop.fandom.com//wiki/Brand_New_Music,https://kpop.fandom.com//wiki/RBW","Brand New Music,RBW",,,,"Los Angeles, United States",,,,,,,,,,https://kpop.fandom.com/wiki/Esna,eSNa,"Singer, songwriter, producer",,,"https://www.instagram.com/esna/,https://twitter.com/esnathesinger,https://www.youtube.com/user/esnathesinger",,
2017–present,https://kpop.fandom.com//wiki/MyDoll_Entertainment,MyDoll Entertainment,"https://kpop.fandom.com//wiki/MyDoll_Girls,https://kpop.fandom.com//wiki/AMOR","MyDoll Girls,AMOR",Han Yi-seul (한이슬),"Yaksu-dong, Jung-gu, Seoul, South Korea",,,,,,"August 10, 2017",162 cm (5 ft 4 in),,,https://kpop.fandom.com/wiki/Eseul,Eseul,Singer,,,,,48 kg (106 lb)
2019–present,https://kpop.fandom.com//wiki/J_Planet_Entertainment,J Planet Entertainment,"https://kpop.fandom.com//wiki/LUNARSOLAR,https://kpop.fandom.com//wiki/ROOKIE_PLANET","LUNARSOLAR,ROOKIE PLANET",Noh Hyun-jung (노현정),"Mokpo, Jeollanam-do, South Korea",B,,,,,"September 2, 2020",157 cm (5 ft 2 in),,,https://kpop.fandom.com/wiki/Eseo,Eseo,"Rapper, singer",,,,,41 kg (90 lb)
2012–present,"https://kpop.fandom.com/#cite_note-1,https://kpop.fandom.com//wiki/Stone_Music_Entertainment,https://kpop.fandom.com//wiki/B2M_Entertainment","[1],Stone Music Entertainment,B2M Entertainment",,,Nam Yoon-do (남윤도),"Atlanta, Georgia, United States",,,,,,,,,,https://kpop.fandom.com/wiki/Eric_Nam,Eric Nam,"Singer, host, MC",,,"https://www.facebook.com/ericnamofficial,https://www.instagram.com/realericnam/,https://www.tiktok.com/@ericnam,https://twitter.com/ericnamofficial",,
2017–present,"https://kpop.fandom.com//wiki/IST_Entertainment,https://kpop.fandom.com//wiki/Cre.ker_Entertainment","IST Entertainment,Cre.ker Entertainment",https://kpop.fandom.com//wiki/THE_BOYZ,THE BOYZ,Son Young-jae (손영재),"Mok-dong, Seoul, South Korea",A,,,,,"December 6, 2017",171 cm (5 ft 7 in),,,https://kpop.fandom.com/wiki/Eric_(THE_BOYZ),Eric,"Singer, rapper",,,,,56 kg (123 lb)
2019-2020,,,https://kpop.fandom.com//wiki/N.CUS,N.CUS,,"Uijeongbu, South Korea",O,,,,,"August 27, 2019",178 cm (5 ft 10 in),,,https://kpop.fandom.com/wiki/EOS,EOS,Singer,,,,,58 kg (128 lb)
2013–present,https://kpop.fandom.com//wiki/AOMG,AOMG,"https://kpop.fandom.com//wiki/Zion.T,https://kpop.fandom.com//wiki/Crush_(singer),https://kpop.fandom.com//wiki/Gray,https://kpop.fandom.com//wiki/Loco","Zion.T,Crush,Gray,Loco",Oh Min-Taek (오민택),"Ansan, South Korea",,,,,,,176 cm,,,https://kpop.fandom.com/wiki/ELO,ELO,"Singer, songwriter",,,,,
2013,,,https://kpop.fandom.com//wiki/LIVE_HIGH,LIVE HIGH,Jung Ye-seul (정예슬),,,,,,,"July 30, 2013",166 cm (5 ft 5 in),,,https://kpop.fandom.com/wiki/Emily,Emily,Singer,,,,,49 kg (108 lb)
2018-2020,,,https://kpop.fandom.com//wiki/THE_MAN_BLK,THE MAN BLK,Eom Se-ung (엄세웅),,B,,,,Purple,"November 15, 2018",189 cm,,,https://kpop.fandom.com/wiki/Eom_Se_Ung,Eom Se Ung,"Singer, rapper, actor",,,https://www.instagram.com/se_ung_se7en/,,76 kg
2018–present,,,"https://kpop.fandom.com//wiki/GIRLKIND,https://kpop.fandom.com//wiki/My_Teenage_Girl","GIRLKIND,My Teenage Girl",Bang Sun-hee (방선희),South Korea,B,,,,,"January 17, 2018",175 cm (5 ft 9 in),,,https://kpop.fandom.com/wiki/Ellyn,Ellyn,Singer,,,https://www.tiktok.com/@girlkind_ellyn,,50 kg (110 lb)
2017–present,https://kpop.fandom.com//wiki/Fantagio,Fantagio,"https://kpop.fandom.com//wiki/Weki_Meki,https://kpop.fandom.com//wiki/Produce_101","Weki Meki,Produce 101",Jung Hae-rim (정해림),"Gunpo, Gyeonggi-do, South Korea",B,,,,,"August 8, 2017",161 cm (5 ft 3 in),,,https://kpop.fandom.com/wiki/Elly_(Weki_Meki),Elly,Singer,,,https://www.instagram.com/_haerimida/,,46 kg (101 lb)
2015–present,,,"https://kpop.fandom.com//wiki/HOTTIES,https://kpop.fandom.com//wiki/We_Girls","HOTTIES,We Girls",Lee Sang-kang (이상강),South Korea,,,,,,"October 5, 2015",160 cm (5 ft 3 in),,,https://kpop.fandom.com/wiki/Ellie_(singer),Ellie,"Singer-songwriter, rapper, composer",,,"https://www.instagram.com/elliethatzme/,https://www.youtube.com/channel/UCkIFFaJolB6Yv5v9_Dg7foA","August 23, 2020",
2017-present,,,https://kpop.fandom.com//wiki/S.I.S,S.I.S,Kim Ji-hye (김지혜),"Gimhae, Gyeongsangnam-do, South Korea",A,,,,,"August 25, 2017",170 cm (5 ft 7 in),,,https://kpop.fandom.com/wiki/Ellia,J-Sun,"Singer, DJ",,,"https://www.instagram.com/dj_ellia/,https://www.youtube.com/channel/UCiR1MLnO30i00b7CKfSedNQ","December 21, 2020",48 kg (106 lb)
2012–present,https://kpop.fandom.com//wiki/Chrome_Entertainment,Chrome Entertainment,https://kpop.fandom.com//wiki/Crayon_Pop,Crayon Pop,Kim Min Young (김민영),"Daegu, South Korea",B,,,,,,165 cm (5 ft 5 in),,,https://kpop.fandom.com/wiki/Ellin,Ellin,"Singer, streamer",,,"http://bj.afreecatv.com/tmxlstm120,https://www.instagram.com/hiellin/,https://www.youtube.com/channel/UC1hfB2wB4uU23FgaUtZpYeg",,45 kg (99 lb)
1998-present,"https://kpop.fandom.com//wiki/TOP_Media,https://kpop.fandom.com//wiki/SM_Entertainment","TOP Media,SM Entertainment",https://kpop.fandom.com//wiki/SHINHWA,SHINHWA,Mun Jung-hyuk (문정혁),"Seoul, South Korea",B,,,,,"March 24, 1998",180 cm (5 ft 11 in),Saxophone,,https://kpop.fandom.com/wiki/Eric_(SHINHWA),Eric,"Rapper, actor",,,"https://www.facebook.com/ENJENTER79,https://www.instagram.com/ericofficial__/,https://twitter.com/EJ_ENT,https://channels.vlive.tv/F5B12F,https://www.youtube.com/channel/UCrufTWlMgYEK71hSyJcR5Ng",,70 kg (150 lb)
2021–present,,,https://kpop.fandom.com//wiki/LOUD,LOUD,Ellery Hyun–bae Kim (엘러리 현배 김),United States,,,,,,,,,,https://kpop.fandom.com/wiki/Ellery_Hyun_Bae,Ellery Hyun Bae,Dancer,,,,,
2019–present,https://kpop.fandom.com//wiki/Liz_Entertainment,Liz Entertainment,"https://kpop.fandom.com//wiki/CHIC%26IDLE,https://kpop.fandom.com//wiki/ICU","CHIC&IDLE,ICU",,,AB,,,,,"October 22, 2019",165 cm (5 ft 5 in),,,https://kpop.fandom.com/wiki/Ella_(ICU),Ella,Singer,,,https://www.instagram.com/icu_ella/,,
2019–present,"https://kpop.fandom.com//wiki/ALLART_Entertainment,https://kpop.fandom.com//wiki/FNC_Entertainment","ALLART Entertainment,FNC Entertainment","https://kpop.fandom.com//wiki/PIXY,https://kpop.fandom.com//wiki/Cherry_Bullet","PIXY,Cherry Bullet",Kim Kyung-joo (김경주),"Busanjin-gu, Busan, South Korea",A,,,,,"January 21, 2019",162 cm (5 ft 4 in),,,https://kpop.fandom.com/wiki/Ella_(PIXY),Ella,Singer,,,https://www.instagram.com/k__kj326/,,
2009–present,https://kpop.fandom.com//wiki/Cube_Entertainment,Cube Entertainment,https://kpop.fandom.com//wiki/CLC,CLC,Chong Ting-yan (莊錠欣),Hong Kong,O,,,,,c. 2010,163 cm (5 ft 4 in),,,https://kpop.fandom.com/wiki/Elkie,Elkie,"Singer, actress",,,"https://www.instagram.com/chongtingyanelkie/,https://www.weibo.com/7014823596,https://www.youtube.com/channel/UCXuYU9B853ZyWuAhGVRhThg","November 23, 2018",48 kg (106 lb)
2011–present,https://kpop.fandom.com//wiki/ZB_Label,ZB Label,https://kpop.fandom.com//wiki/7SENSES,"SNH48,7SENSES,Youth With You 2",Xǔ-Yáng Yùzhuó (许杨玉琢),"Hunan, China",,,,,,"March 27, 2017",163 cm (5 ft 4 in),,,https://kpop.fandom.com/wiki/Eliwa,Eliwa,Rapper,,,"https://www.instagram.com/eliwa925/,https://www.weibo.com/5228056212",,47 kg (104 lb)
2020–present,https://kpop.fandom.com//wiki/Hunus_Entertainment,Hunus Entertainment,https://kpop.fandom.com//wiki/ELRIS,ELRIS,Kim Eun-ji (김은지),South Korea,AB,,,,,"February 26, 2020",164 cm (5 ft 5 in),,,https://kpop.fandom.com/wiki/EJ_(ELRIS),EJ,Rapper,,,https://www.instagram.com/ejneuneunjineunej/,,47 kg (104 lb)
2016–2017,https://kpop.fandom.com//wiki/Star_Road_Entertainment,Star Road Entertainment,https://kpop.fandom.com//wiki/D.Holic,D.Holic,Song Eun-ju (송은주),South Korea,B,,,,,"July 7, 2016",,,,https://kpop.fandom.com/wiki/EJ_(D.Holic),EJ,"Model, singer",,,"https://www.instagram.com/songjjyu/,https://www.youtube.com/channel/UCP4EGCx-7VId2Kd9PG7x9SA",,
